Date,Iteration,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2024-05-13 15:09:01,150,VerletListsCells,1.000000,vlc_c18,none,AoS,enabled,6244056,4025073
2024-05-13 15:09:29,1300,VerletListsCells,1.000000,vlc_c18,none,AoS,enabled,5910693,4110074
2024-05-13 15:09:59,2450,LinkedCells,1.000000,lc_c08,none,SoA,enabled,16890760,7344640
2024-05-13 15:10:32,3600,LinkedCells,1.000000,lc_c08,none,SoA,enabled,16808820,7518957
2024-05-13 15:11:07,4750,LinkedCells,1.000000,lc_c08,none,SoA,enabled,16927521,7781346
2024-05-13 15:11:42,5900,LinkedCells,1.000000,lc_c08,none,SoA,enabled,16185856,8263301
2024-05-13 15:12:19,7050,LinkedCells,1.000000,lc_c08,none,SoA,enabled,23302951,8677294
2024-05-13 15:12:55,8200,LinkedCells,1.000000,lc_c08,none,SoA,enabled,17496541,8750671
2024-05-13 15:13:33,9350,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,6050965,8930861
2024-05-13 15:14:08,10500,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,6100268,8646915
2024-05-13 15:14:43,11650,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,16427998,8502568
2024-05-13 15:15:17,12800,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,16935716,8075227
2024-05-13 15:15:52,13950,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,6045595,7461899
2024-05-13 15:16:25,15100,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,6207448,7429660
2024-05-13 15:16:59,16250,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,7247847,7294842
2024-05-13 15:17:31,17400,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,6103923,7130501
2024-05-13 15:18:05,18550,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17505178,7255531
2024-05-13 15:18:38,19700,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,6055743,7222634
2024-05-13 15:19:11,20850,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17382650,7295242
2024-05-13 15:19:47,22000,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,20802659,8972950
2024-05-13 15:20:24,23150,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,6357918,7360282
2024-05-13 15:20:57,24300,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,16863471,7317441
2024-05-13 15:21:31,25450,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17060467,7754117
2024-05-13 15:22:05,26600,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17088611,7341996
2024-05-13 15:22:41,27750,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,16946014,7343630
2024-05-13 15:23:14,28900,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,16825390,7482224
2024-05-13 15:23:48,30050,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17493415,7458642
2024-05-13 15:24:21,31200,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17575699,7577577
2024-05-13 15:24:54,32350,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,18126366,7298352
2024-05-13 15:25:29,33500,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17166256,7405344
2024-05-13 15:26:03,34650,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17133617,7435539
2024-05-13 15:26:37,35800,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17434816,7481380
2024-05-13 15:27:11,36950,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,16956656,7478529
2024-05-13 15:27:46,38100,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,18860184,7583119
2024-05-13 15:28:20,39250,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,16918153,7568271
2024-05-13 15:28:55,40400,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17918998,7603678
2024-05-13 15:29:29,41550,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17623519,7596999
2024-05-13 15:30:04,42700,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,16945623,7623587
2024-05-13 15:30:40,43850,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17629088,7617027
2024-05-13 15:31:14,45000,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17788797,7647302
2024-05-13 15:31:50,46150,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17618949,7782967
2024-05-13 15:32:24,47300,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17451496,7665051
2024-05-13 15:32:59,48450,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17555392,7687302
2024-05-13 15:33:33,49600,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,18572767,7702583
2024-05-13 15:34:07,50750,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17968732,7995100
2024-05-13 15:34:42,51900,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17228181,7923677
2024-05-13 15:35:17,53050,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,18293940,7854600
2024-05-13 15:35:53,54200,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17203224,7706081
2024-05-13 15:36:28,55350,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,18221042,7712361
2024-05-13 15:37:03,56500,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,18076902,7710434
2024-05-13 15:37:37,57650,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17888020,7771675
2024-05-13 15:38:12,58800,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17690112,7835676
2024-05-13 15:38:47,59950,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17477385,8041606
