Date,Iteration,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2024-05-13 15:39:22,61100,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17949244,7639171
2024-05-13 15:39:56,62250,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17151379,7822978
2024-05-13 15:40:33,63400,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,18173554,7699908
2024-05-13 15:41:08,64550,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,6568270,8933897
2024-05-13 15:41:45,65700,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,18124291,7756607
2024-05-13 15:42:20,66850,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,18341988,8035711
2024-05-13 15:42:57,68000,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17617256,7697966
2024-05-13 15:43:32,69150,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,18073346,7755874
2024-05-13 15:44:07,70300,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17987148,7682790
2024-05-13 15:44:42,71450,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17622436,7728433
2024-05-13 15:45:17,72600,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,18901271,7656624
2024-05-13 15:45:53,73750,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17787906,7613979
2024-05-13 15:46:29,74900,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17615502,7590728
2024-05-13 15:47:04,76050,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,18448806,7651008
2024-05-13 15:47:39,77200,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,18396720,7573319
2024-05-13 15:48:14,78350,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,18047539,7683991
2024-05-13 15:48:49,79500,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,18082402,7713766
2024-05-13 15:49:24,80650,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17849209,7767796
2024-05-13 15:50:01,81800,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17551813,7647914
2024-05-13 15:50:36,82950,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17571570,7728906
2024-05-13 15:51:11,84100,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17464623,7717243
2024-05-13 15:51:47,85250,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17987407,7776212
2024-05-13 15:52:23,86400,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,18007034,7735314
2024-05-13 15:52:59,87550,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,18198753,8011289
2024-05-13 15:53:34,88700,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,18078477,7735306
2024-05-13 15:54:09,89850,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17738175,7726591
2024-05-13 15:54:44,91000,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,18675682,7626428
2024-05-13 15:55:19,92150,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17508523,7733627
2024-05-13 15:55:55,93300,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,18061967,7685586
2024-05-13 15:56:30,94450,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,18242504,7763944
2024-05-13 15:57:06,95600,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,18313517,7732845
2024-05-13 15:57:41,96750,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,18139089,7780408
2024-05-13 15:58:16,97900,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,8085520,8372559
2024-05-13 15:58:54,99050,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,18707680,7746042
2024-05-13 15:59:29,100200,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,18504641,7686605
2024-05-13 16:00:04,101350,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,18026791,7762659
2024-05-13 16:00:40,102500,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,18350543,8033265
2024-05-13 16:01:17,103650,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17822571,7711936
2024-05-13 16:01:52,104800,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,18933821,7849532
2024-05-13 16:02:27,105950,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,6727347,8240110
2024-05-13 16:03:04,107100,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,7429446,9741630
2024-05-13 16:03:41,108250,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,20038332,7676581
2024-05-13 16:04:17,109400,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17932554,7646394
2024-05-13 16:04:52,110550,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,18233466,7924306
2024-05-13 16:05:28,111700,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17927074,7863857
2024-05-13 16:06:06,112850,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17881810,7845754
2024-05-13 16:06:41,114000,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17272514,7674542
