Date,Iteration,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2024-05-13 20:44:34,150,VerletListsCells,1.000000,vlc_c18,none,AoS,enabled,4445160,2453665
2024-05-13 20:44:55,1300,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12082724,2658651
2024-05-13 20:45:23,2450,VerletListsCells,1.000000,vlc_c18,none,AoS,disabled,4767309,5260374
2024-05-13 20:46:01,3600,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13964623,3337248
2024-05-13 20:46:27,4750,LinkedCells,1.000000,lc_c08,none,AoS,enabled,12683654,4453440
2024-05-13 20:46:53,5900,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12591853,3160438
2024-05-13 20:47:17,7050,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,4292325,3577056
2024-05-13 20:47:42,8200,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13822881,3467081
2024-05-13 20:48:06,9350,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12805373,3560062
2024-05-13 20:48:31,10500,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,4516143,4269612
2024-05-13 20:48:58,11650,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12333954,3974527
2024-05-13 20:49:25,12800,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,4948548,4587805
2024-05-13 20:49:51,13950,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12206043,4571906
2024-05-13 20:50:17,15100,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,4650303,4314114
2024-05-13 20:50:43,16250,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,4657767,6176710
2024-05-13 20:51:09,17400,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,5874236,4277495
2024-05-13 20:51:34,18550,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,11919742,3986740
2024-05-13 20:51:57,19700,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12080891,3879222
2024-05-13 20:52:24,20850,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12019857,3755465
2024-05-13 20:52:49,22000,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,11861231,3711772
2024-05-13 20:53:13,23150,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,11977168,3798374
2024-05-13 20:53:37,24300,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,4807777,4025652
2024-05-13 20:54:02,25450,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12682301,4104655
2024-05-13 20:54:26,26600,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12886802,3745193
2024-05-13 20:54:52,27750,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12712908,4040250
2024-05-13 20:55:17,28900,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12217366,4081126
2024-05-13 20:55:42,30050,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12917461,3619283
2024-05-13 20:56:07,31200,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12849994,3999216
2024-05-13 20:56:32,32350,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,14017993,3882076
2024-05-13 20:56:57,33500,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12527154,3675757
2024-05-13 20:57:23,34650,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,4843213,3745742
2024-05-13 20:57:48,35800,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12822815,3706218
2024-05-13 20:58:12,36950,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12576668,3670305
2024-05-13 20:58:37,38100,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13072169,3868575
2024-05-13 20:59:05,39250,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12980758,3629709
2024-05-13 20:59:30,40400,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12824497,3738786
2024-05-13 20:59:55,41550,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12346417,3813282
2024-05-13 21:00:20,42700,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13119336,3701279
2024-05-13 21:00:46,43850,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12483462,3798708
2024-05-13 21:01:14,45000,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12229568,3933200
2024-05-13 21:01:39,46150,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13682679,4193260
2024-05-13 21:02:04,47300,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12073496,3874460
2024-05-13 21:02:31,48450,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,5246404,3941191
2024-05-13 21:02:58,49600,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,4914044,5948272
2024-05-13 21:03:24,50750,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,5038727,3991305
2024-05-13 21:03:49,51900,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13640149,3842399
2024-05-13 21:04:14,53050,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12398694,3987329
2024-05-13 21:04:39,54200,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13572473,4399872
2024-05-13 21:05:05,55350,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12881915,4002056
2024-05-13 21:05:30,56500,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12617672,3806794
2024-05-13 21:05:58,57650,LinkedCells,1.000000,lc_c01,none,AoS,disabled,13284947,6261624
2024-05-13 21:06:27,58800,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13447520,4272807
2024-05-13 21:06:53,59950,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12738077,4140002
2024-05-13 21:07:19,61100,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,4860315,4678293
2024-05-13 21:07:48,62250,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12509741,4063049
2024-05-13 21:08:15,63400,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,4576014,5136893
2024-05-13 21:08:41,64550,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12566717,4339346
2024-05-13 21:09:07,65700,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,4928842,4912590
2024-05-13 21:09:33,66850,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12697373,4084113
