Date,Iteration,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3,tuning[ns],optimumPerformance[ns]
2024-05-13 21:10:00,68000,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,5469571,4796648
2024-05-13 21:10:37,69150,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12654020,6050046
2024-05-13 21:11:14,70300,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12295671,5112199
2024-05-13 21:11:45,71450,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,5090113,4739626
2024-05-13 21:12:17,72600,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12437035,5659690
2024-05-13 21:12:48,73750,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12372214,4165899
2024-05-13 21:13:15,74900,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12887754,4436596
2024-05-13 21:13:42,76050,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,5296228,4713079
2024-05-13 21:14:08,77200,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12780816,4030184
2024-05-13 21:14:33,78350,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13088670,4573682
2024-05-13 21:14:58,79500,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13324792,4303631
2024-05-13 21:15:24,80650,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12944931,4382499
2024-05-13 21:15:51,81800,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,14695246,4403240
2024-05-13 21:16:17,82950,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12406840,4118212
2024-05-13 21:16:43,84100,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12741153,4187948
2024-05-13 21:17:09,85250,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12797969,4365537
2024-05-13 21:17:35,86400,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12561627,4470424
2024-05-13 21:18:02,87550,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13237670,4455766
2024-05-13 21:18:28,88700,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12369590,4471525
2024-05-13 21:18:55,89850,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12594599,4157500
2024-05-13 21:19:22,91000,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12166391,4254810
2024-05-13 21:19:48,92150,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13694733,4442611
2024-05-13 21:20:14,93300,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12593095,4347486
2024-05-13 21:20:41,94450,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13183827,5506715
2024-05-13 21:21:11,95600,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13449645,4226133
2024-05-13 21:21:41,96750,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13949618,4630647
2024-05-13 21:22:08,97900,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13182996,4140894
2024-05-13 21:22:37,99050,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13176264,5725979
2024-05-13 21:23:05,100200,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12397982,4246297
2024-05-13 21:23:34,101350,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12627319,4721447
2024-05-13 21:24:00,102500,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13071730,4724289
2024-05-13 21:24:27,103650,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12821321,4415009
2024-05-13 21:24:52,104800,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12452005,4162343
2024-05-13 21:25:19,105950,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12504662,4175414
2024-05-13 21:25:45,107100,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12742214,4542437
2024-05-13 21:26:12,108250,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13214745,4184434
2024-05-13 21:26:37,109400,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13174731,4208961
2024-05-13 21:27:03,110550,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13499998,4288639
2024-05-13 21:27:32,111700,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,5124677,4847655
2024-05-13 21:27:59,112850,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12614115,4200668
2024-05-13 21:28:25,114000,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12821793,4345896
2024-05-13 21:28:51,115150,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,4961333,4890602
2024-05-13 21:29:17,116300,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12926508,4326636
2024-05-13 21:29:42,117450,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12702489,4461339
2024-05-13 21:30:08,118600,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12435893,4892018
2024-05-13 21:30:33,119750,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13447891,4673143
2024-05-13 21:30:59,120900,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,14296906,4373098
2024-05-13 21:31:24,122050,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12413812,4329624
2024-05-13 21:31:50,123200,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12326669,4421878
2024-05-13 21:32:17,124350,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12970842,4175891
2024-05-13 21:32:44,125500,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13151166,4311089
2024-05-13 21:33:14,126650,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,5635469,6087371
2024-05-13 21:33:41,127800,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12711869,4715972
2024-05-13 21:34:06,128950,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12820629,4395064
2024-05-13 21:34:32,130100,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,5933746,4572238
2024-05-13 21:34:59,131250,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13022498,4399753
2024-05-13 21:35:26,132400,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12626429,4283930
2024-05-13 21:35:55,133550,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12873920,4363013
2024-05-13 21:36:21,134700,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12453276,4427795
2024-05-13 21:36:46,135850,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13043898,4277408
2024-05-13 21:37:11,137000,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,5129325,4701439
2024-05-13 21:37:37,138150,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12738758,4131742
2024-05-13 21:38:04,139300,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13514235,5032965
2024-05-13 21:38:31,140450,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12986067,4208153
2024-05-13 21:38:57,141600,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13261643,4611829
2024-05-13 21:39:23,142750,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,16984135,4352227
2024-05-13 21:39:50,143900,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12563370,4212728
2024-05-13 21:40:16,145050,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13532007,4317094
2024-05-13 21:40:44,146200,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,14079568,4353160
2024-05-13 21:41:10,147350,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12775577,4394333
2024-05-13 21:41:36,148500,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12866627,4266297
2024-05-13 21:42:01,149650,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12801186,4185621
2024-05-13 21:42:31,150800,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13170063,4725388
2024-05-13 21:42:58,151950,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13758950,4404398
2024-05-13 21:43:28,153100,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,15705029,4635526
2024-05-13 21:43:55,154250,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13124867,4323741
2024-05-13 21:44:21,155400,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12469175,4518537
2024-05-13 21:44:48,156550,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13915562,4480700
2024-05-13 21:45:16,157700,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12261449,4205793
2024-05-13 21:45:42,158850,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12751642,4568301
2024-05-13 21:46:08,160000,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12620007,4424819
2024-05-13 21:46:34,161150,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12513097,4131604
2024-05-13 21:47:00,162300,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12910087,4353486
2024-05-13 21:47:26,163450,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12963017,4173157
2024-05-13 21:47:51,164600,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13149425,4296982
2024-05-13 21:48:16,165750,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12921270,4213621
2024-05-13 21:48:43,166900,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13151628,4008082
2024-05-13 21:49:09,168050,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13101935,4159775
2024-05-13 21:49:35,169200,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13031955,4420264
2024-05-13 21:50:02,170350,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13760865,4627378
2024-05-13 21:50:28,171500,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13536726,4151264
2024-05-13 21:50:55,172650,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,16686300,4584958
2024-05-13 21:51:26,173800,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13834472,4343496
2024-05-13 21:51:53,174950,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12609618,4425196
2024-05-13 21:52:20,176100,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12247632,4204642
2024-05-13 21:52:46,177250,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13770433,4279008
2024-05-13 21:53:13,178400,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12432006,4576933
2024-05-13 21:53:41,179550,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12474947,4325312
2024-05-13 21:54:11,180700,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12470759,4639855
2024-05-13 21:54:37,181850,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12735504,4653678
2024-05-13 21:55:04,183000,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13495239,4244321
2024-05-13 21:55:29,184150,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12516131,4167406
2024-05-13 21:55:55,185300,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12110966,4765275
2024-05-13 21:56:21,186450,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13051872,4589417
2024-05-13 21:56:49,187600,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12679156,4524476
2024-05-13 21:57:15,188750,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12876283,4273998
2024-05-13 21:57:42,189900,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13099960,4527769
2024-05-13 21:58:07,191050,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13218173,4259487
2024-05-13 21:58:34,192200,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13068423,4206266
2024-05-13 21:59:03,193350,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,16785495,4409994
2024-05-13 21:59:29,194500,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12676071,4430394
2024-05-13 21:59:55,195650,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13531949,4375424
2024-05-13 22:00:22,196800,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12645804,4340989
2024-05-13 22:00:47,197950,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12707819,4318752
2024-05-13 22:01:13,199100,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,17170282,4238104
2024-05-13 22:01:40,200250,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13352542,4381138
2024-05-13 22:02:06,201400,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12663416,4401713
2024-05-13 22:02:35,202550,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,5457959,5409783
2024-05-13 22:03:02,203700,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13059438,5189630
2024-05-13 22:03:28,204850,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13019051,4671376
2024-05-13 22:03:54,206000,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13347986,4353483
2024-05-13 22:04:21,207150,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13040791,5922705
2024-05-13 22:04:47,208300,VerletClusterLists,1.000000,vcl_c01_balanced,none,SoA,disabled,8270735,6323597
2024-05-13 22:05:16,209450,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12567228,4344231
2024-05-13 22:05:42,210600,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12161931,4175688
2024-05-13 22:06:09,211750,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,14051106,4146318
2024-05-13 22:06:35,212900,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12313795,4241419
2024-05-13 22:07:00,214050,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13180572,4231105
2024-05-13 22:07:28,215200,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12663598,4300666
2024-05-13 22:07:53,216350,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13454353,4074166
2024-05-13 22:08:19,217500,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,18205874,4287496
2024-05-13 22:08:44,218650,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13328928,4087579
2024-05-13 22:09:11,219800,VerletListsCells,1.000000,vlc_c01,none,AoS,disabled,5491182,4966421
2024-05-13 22:09:39,220950,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,15485660,4296983
2024-05-13 22:10:07,222100,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13454183,4651166
2024-05-13 22:10:34,223250,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13174871,4084103
2024-05-13 22:11:00,224400,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13650377,4987599
2024-05-13 22:11:26,225550,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,14634614,4232495
2024-05-13 22:11:52,226700,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,12662015,4101030
2024-05-13 22:12:16,227850,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13631364,4340938
2024-05-13 22:12:42,229000,VerletLists,1.000000,vl_list_iteration,none,AoS,disabled,13217111,4316818
