src_name,avgParticlesPerCell,cutoff,domainSizeX,domainSizeY,domainSizeZ,estimatedNumNeighborInteractions,maxParticlesPerCell,minParticlesPerCell,numCells,numEmptyCells,numHaloParticles,numParticles,particleSize,particleSizeNeededByFunctor,particlesPerBlurredCellStdDev,particlesPerCellStdDev,rebuildFrequency,skin,threadCount,Ranking,Container,CellSizeFactor,Traversal,Load Estimator,Data Layout,Newton 3
./data/1714080574266443488,0.464018,3.0,195.0,195.0,195.0,1045428.0,20.0,0.0,274625.0,222620.0,0.0,127431.0,128.0,72.0,0.364347,0.005236,10.0,1.0,12.0,0.6065306597126334,VerletLists,1.0,vl_list_iteration,none,AoS,disabled
./data/1714080574266443488,0.464018,3.0,195.0,195.0,195.0,1045428.0,20.0,0.0,274625.0,222620.0,0.0,127431.0,128.0,72.0,0.364347,0.005236,10.0,1.0,12.0,0.4723665527410147,VerletListsCells,1.0,vlc_sliced_c02,none,AoS,enabled
./data/1714075276151476899,3.296296,3.0,7.25,7.25,7.25,2322.0,20.0,0.0,27.0,19.0,0.0,89.0,128.0,72.0,0.138357,0.321676,10.0,1.0,12.0,1.0,VerletClusterLists,1.0,vcl_cluster_iteration,none,SoA,disabled
./data/1714075276151476899,3.296296,3.0,7.25,7.25,7.25,2322.0,20.0,0.0,27.0,19.0,0.0,89.0,128.0,72.0,0.138357,0.321676,10.0,1.0,12.0,0.7788007830714049,VerletClusterLists,1.0,vcl_cluster_iteration,none,AoS,disabled
./data/1714075276151476899,3.296296,3.0,7.25,7.25,7.25,2322.0,20.0,0.0,27.0,19.0,0.0,89.0,128.0,72.0,0.138357,0.321676,10.0,1.0,12.0,0.6065306597126334,LinkedCells,1.0,lc_sliced,none,SoA,enabled
./data/1714075276151476899,3.296296,3.0,7.25,7.25,7.25,2322.0,20.0,0.0,27.0,19.0,0.0,89.0,128.0,72.0,0.138357,0.321676,10.0,1.0,12.0,0.4723665527410147,LinkedCells,1.0,lc_sliced,none,SoA,disabled
./data/1714075179900989117,25.925926,3.0,7.25,7.25,7.25,146609.0,156.0,0.0,27.0,19.0,0.0,700.0,128.0,72.0,0.133507,0.325582,10.0,1.0,12.0,1.0,VerletClusterLists,1.0,vcl_cluster_iteration,none,SoA,disabled
./data/1714075179900989117,25.925926,3.0,7.25,7.25,7.25,146609.0,156.0,0.0,27.0,19.0,0.0,700.0,128.0,72.0,0.133507,0.325582,10.0,1.0,12.0,0.7788007830714049,VerletClusterLists,1.0,vcl_cluster_iteration,none,AoS,disabled
./data/1714075179900989117,25.925926,3.0,7.25,7.25,7.25,146609.0,156.0,0.0,27.0,19.0,0.0,700.0,128.0,72.0,0.133507,0.325582,10.0,1.0,12.0,0.6065306597126334,VerletLists,1.0,vl_list_iteration,none,SoA,disabled
./data/1714075179900989117,25.925926,3.0,7.25,7.25,7.25,146609.0,156.0,0.0,27.0,19.0,0.0,700.0,128.0,72.0,0.133507,0.325582,10.0,1.0,12.0,0.4723665527410147,VerletClusterLists,1.0,vcl_c01_balanced,none,SoA,disabled
./data/1714074940454459261,0.203542,3.0,51.0,51.0,51.0,2441.0,3.0,0.0,4913.0,4007.0,0.0,1000.0,128.0,72.0,0.032357,0.03163,10.0,1.0,12.0,1.0,VerletClusterLists,1.0,vcl_cluster_iteration,none,SoA,disabled
./data/1714074940454459261,0.203542,3.0,51.0,51.0,51.0,2441.0,3.0,0.0,4913.0,4007.0,0.0,1000.0,128.0,72.0,0.032357,0.03163,10.0,1.0,12.0,0.7788007830714049,VerletClusterLists,1.0,vcl_c06,none,SoA,enabled
